name,state_postal_abbreviation,description,latitude,longitude,egrid_subregion_abbreviation,climate_division_name
55811,MN,Duluth,46.821489,-92.18242,MROW,MN3
55812,MN,Duluth,46.809438,-92.07319,MROW,MN3
55814,MN,Duluth,47.640367,-92.442797,MROW,MN3
55815,MN,Duluth,47.640367,-92.442797,MROW,MN3
55816,MN,Duluth,47.640367,-92.442797,MROW,MN3
55901,MN,Rochester,44.048931,-92.49459,MROW,MN9
55902,MN,Rochester,43.991846,-92.49166,MROW,MN9
55903,MN,Rochester,43.996613,-92.540929,MROW,MN9
55904,MN,Rochester,43.988708,-92.42937,MROW,MN9
55905,MN,Rochester,44.022513,-92.466826,MROW,MN9
55906,MN,Rochester,44.064733,-92.44427,MROW,MN9
55909,MN,Adams,43.564175,-92.72645,MROW,MN9
55910,MN,Altura,44.128262,-91.95965,MROW,MN9
55912,MN,Austin,43.671988,-92.97908,MROW,MN9
55917,MN,Blooming Prairie,43.88481,-93.07546,MROW,MN8
55918,MN,Brownsdale,43.743087,-92.86434,MROW,MN9
55919,MN,Brownsville,43.664102,-91.29057,MROW,MN9
55920,MN,Byron,44.024835,-92.6388,MROW,MN9
55921,MN,Caledonia,43.630012,-91.48667,MROW,MN9
55922,MN,Canton,43.569417,-91.90736,MROW,MN9
55923,MN,Chatfield,43.84113,-92.1606,MROW,MN9
55924,MN,Claremont,44.035716,-93.01627,MROW,MN9
55925,MN,Dakota,43.910929,-91.39015,MROW,MN9
55926,MN,Dexter,43.731945,-92.70852,MROW,MN9
55927,MN,Dodge Center,44.026272,-92.86903,MROW,MN9
55929,MN,Dover,43.975269,-92.14213,MROW,MN9
55931,MN,Eitzen,43.511822,-91.46635,MROW,MN9
55932,MN,Elgin,44.135053,-92.28314,MROW,MN9
55933,MN,Elkton,43.65099,-92.70596,MROW,MN9
55934,MN,Eyota,44.006609,-92.24856,MROW,MN9
55935,MN,Fountain,43.74676,-92.12889,MROW,MN9
55936,MN,Grand Meadow,43.715085,-92.57812,MROW,MN9
55939,MN,Harmony,43.55123,-92.04994,MROW,MN9
55940,MN,Hayfield,43.885028,-92.80894,MROW,MN9
55941,MN,Hokah,43.756567,-91.36126,MROW,MN9
55942,MN,Homer,44.019989,-91.68187,MROW,MN9
55943,MN,Houston,43.769776,-91.57534,MROW,MN9
55944,MN,Kasson,44.035512,-92.75013,MROW,MN9
55945,MN,Kellogg,44.273406,-92.04934,MROW,MN9
55946,MN,Kenyon,44.268145,-92.9651,MROW,MN9
55947,MN,La Crescent,43.829382,-91.33919,MROW,MN9
55949,MN,Lanesboro,43.70844,-91.95965,MROW,MN9
55950,MN,Lansing,43.743278,-92.96929,MROW,MN9
55951,MN,Le Roy,43.525845,-92.51616,MROW,MN9
55952,MN,Lewiston,43.959148,-91.84932,MROW,MN9
55953,MN,Lyle,43.519177,-92.96466,MROW,MN9
55954,MN,Mabel,43.498082,-91.89429,MROW,MN9
55955,MN,Mantorville,44.068344,-92.75616,MROW,MN9
55956,MN,Mazeppa,44.272368,-92.53501,MROW,MN9
55957,MN,Millville,44.244633,-92.29074,MROW,MN9
55959,MN,Minnesota City,44.093056,-91.74422,MROW,MN9
55960,MN,Oronoco,44.152623,-92.53706,MROW,MN9
55961,MN,Ostrander,43.6122,-92.46452,MROW,MN9
55962,MN,Peterson,43.762272,-91.8453,MROW,MN9
55963,MN,Pine Island,44.196932,-92.65482,MROW,MN9
55964,MN,Plainview,44.164431,-92.17048,MROW,MN9
55965,MN,Preston,43.646355,-92.12329,MROW,MN9
55967,MN,Racine,43.786802,-92.50425,MROW,MN9
55968,MN,Reads Landing,44.340826,-92.282467,MROW,MN9
55969,MN,Rollingstone,44.079021,-91.84612,MROW,MN9
55970,MN,Rose Creek,43.599507,-92.83756,MROW,MN9
55971,MN,Rushford,43.80784,-91.75117,MROW,MN9
55972,MN,Saint Charles,43.977555,-92.06276,MROW,MN9
55973,MN,Sargeant,43.797677,-92.7799,MROW,MN9
55974,MN,Spring Grove,43.57279,-91.65004,MROW,MN9
55975,MN,Spring Valley,43.686356,-92.37242,MROW,MN9
55976,MN,Stewartville,43.862105,-92.49849,MROW,MN9
55977,MN,Taopi,43.550714,-92.65902,MROW,MN9
55978,MN,West Albany,44.301714,-92.178277,,
55979,MN,Utica,43.93422,-91.95325,MROW,MN9
55981,MN,Wabasha,44.374261,-92.04204,MROW,MN9
55982,MN,Waltham,43.82009,-92.87749,MROW,MN9
55983,MN,Wanamingo,44.285672,-92.79816,MROW,MN9
55985,MN,West Concord,44.157166,-92.89357,MROW,MN9
55987,MN,Winona,44.033867,-91.65106,MROW,MN9
55988,MN,Stockton,44.025446,-91.77304,MROW,MN9
55990,MN,Wykoff,43.714071,-92.26493,MROW,MN9
55991,MN,Zumbro Falls,44.24431,-92.41336,MROW,MN9
55992,MN,Zumbrota,44.297157,-92.68312,MROW,MN9
56001,MN,Mankato,44.15644,-93.99388,MROW,MN8
56002,MN,Mankato,44.056047,-94.069828,MROW,MN8
56003,MN,Mankato,44.184909,-94.04244,MROW,MN8
56006,MN,Mankato,44.056047,-94.069828,MROW,MN8
56007,MN,Albert Lea,43.652042,-93.36916,MROW,MN8
56009,MN,Alden,43.667207,-93.55598,MROW,MN8
56010,MN,Amboy,43.899907,-94.20634,MROW,MN8
56011,MN,Belle Plaine,44.616113,-93.76906,MROW,MN5
56013,MN,Blue Earth,43.630763,-94.10129,MROW,MN8
56014,MN,Bricelyn,43.589604,-93.81676,MROW,MN8
56016,MN,Clarks Grove,43.764506,-93.33357,MROW,MN8
56017,MN,Cleveland,44.304948,-93.80077,MROW,MN8
56019,MN,Comfrey,44.11754,-94.88998,MROW,MN8
56020,MN,Conger,43.613686,-93.53072,MROW,MN8
56021,MN,Courtland,44.277333,-94.31424,MROW,MN8
56022,MN,Darfur,44.049908,-94.83877,MROW,MN8
56023,MN,Delavan,43.782104,-94.01341,MROW,MN8
56024,MN,Eagle Lake,44.153696,-93.86918,MROW,MN8
56025,MN,Easton,43.764111,-93.90534,MROW,MN8
56026,MN,Ellendale,43.884985,-93.2917,MROW,MN8
56027,MN,Elmore,43.482104,-94.09837,MROW,MN8
56028,MN,Elysian,44.207288,-93.68716,MROW,MN8
56029,MN,Emmons,43.516115,-93.51768,MROW,MN8
56030,MN,Essig,44.325833,-94.605226,MROW,MN8
56031,MN,Fairmont,43.646916,-94.45856,MROW,MN8
56032,MN,Freeborn,43.766208,-93.56339,MROW,MN8
56033,MN,Frost,43.579548,-93.93826,MROW,MN8
56034,MN,Garden City,44.029058,-94.18186,MROW,MN8
56035,MN,Geneva,43.819798,-93.26713,MROW,MN8
56036,MN,Glenville,43.550747,-93.21987,MROW,MN8
56037,MN,Good Thunder,44.017609,-94.05231,MROW,MN8
56039,MN,Granada,43.680519,-94.33773,MROW,MN8
56041,MN,Hanska,44.149047,-94.5238,MROW,MN8
56042,MN,Hartland,43.796535,-93.49143,MROW,MN8
56043,MN,Hayward,43.65048,-93.224,MROW,MN8
56044,MN,Henderson,44.555899,-93.95354,MROW,MN5
56045,MN,Hollandale,43.762109,-93.18959,MROW,MN8
56046,MN,Hope,43.955103,-93.274017,MROW,MN8
56047,MN,Huntley,43.738397,-94.228897,MROW,MN8
56048,MN,Janesville,44.102188,-93.71255,MROW,MN8
56050,MN,Kasota,44.28491,-93.95806,MROW,MN8
56051,MN,Kiester,43.535709,-93.71308,MROW,MN8
56052,MN,Kilkenny,44.320314,-93.57071,MROW,MN8
56054,MN,Lafayette,44.431776,-94.37742,MROW,MN8
56055,MN,Lake Crystal,44.128212,-94.23883,MROW,MN8
56056,MN,La Salle,44.070204,-94.57143,MROW,MN8
56057,MN,Le Center,44.393899,-93.72583,MROW,MN8
56058,MN,Le Sueur,44.449976,-93.90513,MROW,MN8
56060,MN,Lewisville,43.930032,-94.43935,MROW,MN8
56062,MN,Madelia,44.045998,-94.4211,MROW,MN8
56063,MN,Madison Lake,44.204121,-93.81923,MROW,MN8
56064,MN,Manchester,43.723693,-93.45161,,
56065,MN,Mapleton,43.931415,-93.92866,MROW,MN8
56068,MN,Minnesota Lake,43.848573,-93.81718,MROW,MN8
56069,MN,Montgomery,44.429956,-93.56982,MROW,MN8
56071,MN,New Prague,44.546463,-93.57848,MROW,MN5
56072,MN,New Richland,43.899778,-93.53178,MROW,MN8
56073,MN,New Ulm,44.308395,-94.46149,MROW,MN8
56074,MN,Nicollet,44.331757,-94.19561,MROW,MN8
56075,MN,Northrop,43.735594,-94.43584,MROW,MN8
56076,MN,Oakland,43.671266,-93.11918,,
56078,MN,Pemberton,44.007228,-93.77764,MROW,MN8
56080,MN,Saint Clair,44.080713,-93.85663,MROW,MN8
56081,MN,Saint James,43.986563,-94.63345,MROW,MN8
56082,MN,Saint Peter,44.337276,-93.99282,MROW,MN8
56083,MN,Sanborn,44.21838,-95.13348,MROW,MN7
56084,MN,Searles,44.302893,-94.738827,MROW,MN8
56085,MN,Sleepy Eye,44.29717,-94.73426,MROW,MN8
56087,MN,Springfield,44.239384,-94.98313,MROW,MN8
56088,MN,Truman,43.834331,-94.4436,MROW,MN8
56089,MN,Twin Lakes,43.563452,-93.42694,MROW,MN8
56090,MN,Vernon Center,43.95885,-94.22403,MROW,MN8
56091,MN,Waldorf,43.930363,-93.69492,MROW,MN8
56093,MN,Waseca,44.067673,-93.5103,MROW,MN8
56096,MN,Waterville,44.234274,-93.5884,MROW,MN8
56097,MN,Wells,43.731479,-93.71837,MROW,MN8
56098,MN,Winnebago,43.764936,-94.18016,MROW,MN8
56101,MN,Windom,43.870469,-95.13275,MROW,MN7
56110,MN,Adrian,43.626278,-95.93973,MROW,MN7
56111,MN,Alpha,43.645226,-94.8715,MROW,MN7
56113,MN,Arco,44.398668,-96.17095,MROW,MN7
56114,MN,Avoca,43.971169,-95.6128,MROW,MN7
56115,MN,Balaton,44.227802,-95.9021,MROW,MN7
56116,MN,Beaver Creek,43.621142,-96.3866,MROW,MN7
56117,MN,Bigelow,43.513198,-95.69138,MROW,MN7
56118,MN,Bingham Lake,43.936146,-95.02938,MROW,MN7
56119,MN,Brewster,43.702735,-95.46946,MROW,MN7
56120,MN,Butterfield,43.957826,-94.79571,MROW,MN8
56121,MN,Ceylon,43.535662,-94.62877,MROW,MN8
56122,MN,Chandler,43.89707,-95.95855,MROW,MN7
56123,MN,Currie,44.084381,-95.59321,MROW,MN7
56125,MN,Dovray,44.053323,-95.549899,MROW,MN7
56126,MN,Graham Lakes,43.820313,-95.523182,,
56127,MN,Dunnell,43.556667,-94.77432,MROW,MN8
56128,MN,Edgerton,43.89387,-96.1285,MROW,MN7
56129,MN,Ellsworth,43.495384,-95.90691,MROW,MN7
56130,MN,Florence,44.238659,-96.052227,,
56131,MN,Fulda,43.861532,-95.59378,MROW,MN7
56132,MN,Garvin,44.212536,-95.75998,MROW,MN7
56134,MN,Hardwick,43.783098,-96.22202,MROW,MN7
56135,MN,Powers,46.829136,-94.430518,,
56136,MN,Hendricks,44.512114,-96.41157,MROW,MN7
56137,MN,Heron Lake,43.826163,-95.34591,MROW,MN7
56138,MN,Hills,43.529153,-96.36669,MROW,MN7
56139,MN,Holland,44.092188,-96.18168,MROW,MN7
56140,MN,Ihlen,43.907841,-96.36802,MROW,MN7
56141,MN,Iona,43.884657,-95.77444,MROW,MN7
56142,MN,Ivanhoe,44.476959,-96.23,MROW,MN7
56143,MN,Jackson,43.625811,-95.00447,MROW,MN7
56144,MN,Jasper,43.854184,-96.39022,MROW,MN7
56145,MN,Jeffers,44.057605,-95.18517,MROW,MN7
56146,MN,Kanaranzi,43.674883,-96.252794,MROW,MN7
56147,MN,Kenneth,43.750164,-96.06591,MROW,MN7
56149,MN,Lake Benton,44.268332,-96.30822,MROW,MN7
56150,MN,Lakefield,43.649239,-95.19501,MROW,MN7
56151,MN,Lake Wilson,44.015184,-95.91403,MROW,MN7
56152,MN,Lamberton,44.227021,-95.28014,MROW,MN7
56153,MN,Leota,43.834517,-96.0186,MROW,MN7
56155,MN,Lismore,43.763442,-95.94459,MROW,MN7
56156,MN,Luverne,43.653947,-96.2303,MROW,MN7
56157,MN,Lynd,44.396043,-95.92771,MROW,MN7
56158,MN,Magnolia,43.642511,-96.06011,MROW,MN7
56159,MN,Mountain Lake,43.942515,-94.93058,MROW,MN7
56160,MN,Odin,43.847252,-94.77124,MROW,MN8
56161,MN,Okabena,43.724852,-95.32545,MROW,MN7
56162,MN,Ormsby,43.843264,-94.68446,MROW,MN8
56164,MN,Pipestone,44.020814,-96.32473,MROW,MN7
56165,MN,Reading,43.725227,-95.7032,MROW,MN7
56166,MN,Revere,44.2127,-95.3633,MROW,MN7
56167,MN,Round Lake,43.536338,-95.38554,MROW,MN7
56168,MN,Rushmore,43.608503,-95.80946,MROW,MN7
56169,MN,Russell,44.319682,-95.98835,MROW,MN7
56170,MN,Ruthton,44.17521,-96.07363,MROW,MN7
56171,MN,Sherburn,43.660847,-94.74357,MROW,MN8
56172,MN,Slayton,44.007631,-95.75803,MROW,MN7
56173,MN,Steen,43.521947,-96.24301,MROW,MN7
56174,MN,Storden,44.031366,-95.30674,MROW,MN7
56175,MN,Tracy,44.260625,-95.62371,MROW,MN7
56176,MN,Trimont,43.771341,-94.72593,MROW,MN8
56177,MN,Trosky,43.887295,-96.25132,MROW,MN7
56178,MN,Tyler,44.274909,-96.12408,MROW,MN7
56180,MN,Walnut Grove,44.249331,-95.46821,MROW,MN7
56181,MN,Welcome,43.672105,-94.61716,MROW,MN8
56183,MN,Westbrook,44.043567,-95.41116,MROW,MN7
56185,MN,Wilmont,43.783453,-95.82563,MROW,MN7
56186,MN,Woodstock,44.028354,-96.07063,MROW,MN7
56187,MN,Worthington,43.623255,-95.59604,MROW,MN7
56201,MN,Willmar,45.118846,-95.04504,MROW,MN5
56207,MN,Alberta,45.532754,-96.06453,MROW,MN4
56208,MN,Appleton,45.228278,-96.00539,MROW,MN4
56209,MN,Atwater,45.128657,-94.79069,MROW,MN5
56210,MN,Barry,45.559291,-96.558886,MROW,MN4
56211,MN,Beardsley,45.593033,-96.6879,MROW,MN4
56212,MN,Bellingham,45.140784,-96.32855,MROW,MN4
56214,MN,Belview,44.59231,-95.33465,MROW,MN7
56215,MN,Benson,45.317872,-95.57247,MROW,MN4
56216,MN,Blomkest,44.945988,-95.05923,MROW,MN5
56218,MN,Boyd,44.838823,-95.94042,MROW,MN4
56219,MN,Browns Valley,45.606998,-96.81833,MROW,MN4
56220,MN,Canby,44.725437,-96.2921,MROW,MN4
56221,MN,Chokio,45.556847,-96.1897,MROW,MN4
56222,MN,Clara City,44.974538,-95.36594,MROW,MN4
56223,MN,Clarkfield,44.761504,-95.8183,MROW,MN4
56224,MN,Clements,44.375214,-95.06695,MROW,MN7
56225,MN,Clinton,45.459383,-96.44694,MROW,MN4
56226,MN,Clontarf,45.409218,-95.69334,MROW,MN4
56227,MN,Correll,45.290863,-96.16888,MROW,MN4
56228,MN,Cosmos,44.933861,-94.67563,MROW,MN5
56229,MN,Cottonwood,44.609098,-95.70555,MROW,MN7
56230,MN,Danube,44.79129,-95.09671,MROW,MN5
56231,MN,Danvers,45.27133,-95.7711,MROW,MN4
56232,MN,Dawson,44.932368,-96.04823,MROW,MN4
56235,MN,Donnelly,45.697239,-96.01767,MROW,MN4
56236,MN,Dumont,45.664974,-96.39608,MROW,MN4
56237,MN,Echo,44.616243,-95.43173,MROW,MN4
56239,MN,Ghent,44.515475,-95.89576,MROW,MN7
56240,MN,Graceville,45.568463,-96.45916,MROW,MN4
56241,MN,Granite Falls,44.794723,-95.56737,MROW,MN4
56243,MN,Grove City,45.168724,-94.68641,MROW,MN5
56244,MN,Hancock,45.488399,-95.78157,MROW,MN4
56245,MN,Hanley Falls,44.690608,-95.65028,MROW,MN4
56246,MN,Hawick,45.34373,-94.83013,,
56248,MN,Herman,45.800145,-96.13895,MROW,MN4
56249,MN,Holloway,45.299531,-95.8996,MROW,MN4
56251,MN,Kandiyohi,45.133103,-94.91976,MROW,MN5
56252,MN,Kerkhoven,45.18553,-95.30198,MROW,MN4
56253,MN,Lake Lillian,44.959237,-94.88831,MROW,MN5
56255,MN,Lucan,44.397402,-95.42013,MROW,MN7
56256,MN,Madison,45.036047,-96.19573,MROW,MN4
56257,MN,Marietta,44.986761,-96.40968,MROW,MN4
56258,MN,Marshall,44.446885,-95.77281,MROW,MN7
56260,MN,Maynard,44.943885,-95.48031,MROW,MN4
56262,MN,Milan,45.113285,-95.86913,MROW,MN4
56263,MN,Milroy,44.417337,-95.54999,MROW,MN7
56264,MN,Minneota,44.58701,-95.98153,MROW,MN7
56265,MN,Montevideo,44.985313,-95.7066,MROW,MN4
56266,MN,Morgan,44.417533,-94.91902,MROW,MN7
56267,MN,Morris,45.584124,-95.9092,MROW,MN4
56270,MN,Morton,44.552749,-94.98994,MROW,MN5
56271,MN,Murdock,45.242264,-95.42422,MROW,MN4
56273,MN,New London,45.327429,-94.99921,MROW,MN5
56274,MN,Norcross,45.897971,-96.24441,MROW,MN4
56276,MN,Odessa,45.245844,-96.32641,MROW,MN4
56277,MN,Olivia,44.766441,-94.99624,MROW,MN5
56278,MN,Ortonville,45.335958,-96.40032,MROW,MN4
56279,MN,Pennock,45.200641,-95.17748,MROW,MN5
56280,MN,Porter,44.633159,-96.16532,MROW,MN4
56281,MN,Prinsburg,44.945831,-95.17628,MROW,MN5
56282,MN,Raymond,45.028945,-95.22418,MROW,MN5
56283,MN,Redwood Falls,44.540923,-95.12732,MROW,MN7
56284,MN,Renville,44.783251,-95.20682,MROW,MN5
56285,MN,Sacred Heart,44.79624,-95.35045,MROW,MN5
56286,MN,St. Leo,44.716494,-96.054791,,
56287,MN,Seaforth,44.475845,-95.32579,MROW,MN7
56288,MN,Spicer,45.238936,-94.95001,MROW,MN5
56289,MN,Sunburg,45.344013,-95.22335,MROW,MN5
56291,MN,Taunton,44.598116,-96.06801,MROW,MN7
56292,MN,Vesta,44.501023,-95.45228,MROW,MN7
56293,MN,Wabasso,44.403815,-95.25784,MROW,MN7
56294,MN,Wanda,44.317104,-95.21378,MROW,MN7
56295,MN,Watson,45.024344,-95.82794,MROW,MN4
56296,MN,Wheaton,45.823795,-96.47706,MROW,MN4
56297,MN,Wood Lake,44.6367,-95.55359,MROW,MN4
56301,MN,Saint Cloud,45.526066,-94.20649,MROW,MN5
56302,MN,Saint Cloud,45.49343,-94.643922,MROW,MN5
56303,MN,Saint Cloud,45.568516,-94.19251,MROW,MN5
56304,MN,Saint Cloud,45.547283,-94.11303,MROW,MN5
56307,MN,Albany,45.632455,-94.58257,MROW,MN5
56308,MN,Alexandria,45.88645,-95.38287,MROW,MN4
56309,MN,Ashby,46.080287,-95.80539,MROW,MN4
56310,MN,Avon,45.624705,-94.44973,MROW,MN5
56311,MN,Barrett,45.902998,-95.88297,MROW,MN4
56312,MN,Belgrade,45.460931,-94.96697,MROW,MN5
56313,MN,Bock,45.785883,-93.55343,MROW,MN6
56314,MN,Bowlus,45.814436,-94.42539,MROW,MN5
56315,MN,Brandon,45.968739,-95.5942,MROW,MN4
56316,MN,Brooten,45.510591,-95.13636,MROW,MN5
56317,MN,Buckman,46.061307,-94.208731,MROW,MN5
56318,MN,Burtrum,45.85303,-94.67459,MROW,MN5
56319,MN,Carlos,45.990781,-95.27033,MROW,MN4
56320,MN,Cold Spring,45.462728,-94.42511,MROW,MN5
56321,MN,Collegeville,45.578278,-94.419941,MROW,MN5
56323,MN,Cyrus,45.63381,-95.72642,MROW,MN4
56324,MN,Dalton,46.169964,-95.90465,MROW,MN4
56325,MN,Elrosa,45.562459,-94.94661,MROW,MN5
56326,MN,Evansville,46.011931,-95.68104,MROW,MN4
56327,MN,Farwell,45.778773,-95.60302,MROW,MN4
56328,MN,Flensburg,45.953535,-94.52834,MROW,MN5
56329,MN,Foley,45.695411,-93.90417,MROW,MN5
56330,MN,Foreston,45.732493,-93.73102,MROW,MN6
56331,MN,Freeport,45.67539,-94.67303,MROW,MN5
56332,MN,Garfield,45.950306,-95.50754,MROW,MN4
56333,MN,Gilman,45.691714,-94.05629,MROW,MN5
56334,MN,Glenwood,45.609555,-95.35104,MROW,MN4
56335,MN,Greenwald,45.601429,-94.85864,MROW,MN5
56336,MN,Grey Eagle,45.819474,-94.76247,MROW,MN5
56338,MN,Hillman,46.035241,-93.9153,MROW,MN5
56339,MN,Hoffman,45.825031,-95.81104,MROW,MN4
56340,MN,Holdingford,45.749908,-94.45647,MROW,MN5
56341,MN,Holmes City,45.830998,-95.541618,MROW,MN4
56342,MN,Isle,46.212757,-93.45729,MROW,MN6
56343,MN,Kensington,45.795887,-95.66742,MROW,MN4
56344,MN,Lastrup,46.061307,-94.208731,MROW,MN5
56345,MN,Little Falls,45.994029,-94.37183,MROW,MN5
56347,MN,Long Prairie,45.973572,-94.8582,MROW,MN5
56349,MN,Lowry,45.728732,-95.52504,MROW,MN4
56350,MN,McGrath,46.274325,-93.26096,MROW,MN6
56352,MN,Melrose,45.659491,-94.81417,MROW,MN5
56353,MN,Milaca,45.760191,-93.63247,MROW,MN6
56354,MN,Miltona,46.063391,-95.28168,MROW,MN4
56355,MN,Nelson,45.92084,-95.23965,MROW,MN4
56356,MN,New Munich,45.628804,-94.75466,MROW,MN5
56357,MN,Oak Park,45.699995,-93.80256,MROW,MN5
56358,MN,Ogilvie,45.831767,-93.44162,MROW,MN6
56359,MN,Onamia,46.073505,-93.66983,MROW,MN6
56360,MN,Osakis,45.884771,-95.10486,MROW,MN4
56361,MN,Parkers Prairie,46.156758,-95.33754,MROW,MN4
56362,MN,Paynesville,45.389395,-94.70519,MROW,MN5
56363,MN,Pease,45.697362,-93.646503,MROW,MN6
56364,MN,Pierz,45.996396,-94.08461,MROW,MN5
56366,MN,Bowstring,47.572516,-93.899486,,
56367,MN,Rice,45.745266,-94.18176,MROW,MN5
56368,MN,Richmond,45.448703,-94.52597,MROW,MN5
56369,MN,Rockville,45.470635,-94.33862,MROW,MN5
56371,MN,Roscoe,45.432316,-94.63552,MROW,MN5
56372,MN,Saint Cloud,45.52886,-94.593338,MROW,MN5
56373,MN,Royalton,45.840565,-94.26434,MROW,MN5
56374,MN,Saint Joseph,45.582653,-94.32974,MROW,MN5
56375,MN,Saint Stephen,45.702598,-94.27609,MROW,MN5
56376,MN,Saint Martin,45.498506,-94.66271,MROW,MN5
56377,MN,Sartell,45.622966,-94.20959,MROW,MN5
56378,MN,Sauk Centre,45.729898,-94.97236,MROW,MN5
56379,MN,Sauk Rapids,45.608178,-94.13838,MROW,MN5
56381,MN,Starbuck,45.578335,-95.55201,MROW,MN4
56382,MN,Swanville,45.904129,-94.62373,MROW,MN5
56384,MN,Upsala,45.80679,-94.57067,MROW,MN5
56385,MN,Villard,45.702767,-95.21433,MROW,MN4
56386,MN,Wahkon,46.114445,-93.51986,MROW,MN6
56387,MN,Waite Park,45.550378,-94.22429,MROW,MN5
56388,MN,Mount Morris,45.946528,-93.84788,MROW,MN5
56389,MN,West Union,45.799542,-95.08213,MROW,MN5
56393,MN,Saint Cloud,45.52886,-94.593338,MROW,MN5
56395,MN,Saint Cloud,45.52886,-94.593338,MROW,MN5
56396,MN,Saint Cloud,45.52886,-94.593338,MROW,MN5
56397,MN,Saint Cloud,45.52886,-94.593338,MROW,MN5
56398,MN,Saint Cloud,45.52886,-94.593338,MROW,MN5
56399,MN,Saint Cloud,45.52886,-94.593338,MROW,MN5
56401,MN,Brainerd,46.352758,-94.16289,MROW,MN6
56425,MN,Baxter,46.347175,-94.27017,MROW,MN6
56430,MN,Ah Gwah Ching,46.862332,-94.641872,MROW,MN2
56431,MN,Aitkin,46.507241,-93.66458,MROW,MN6
56432,MN,Acton,45.910946,-94.633724,,
56433,MN,Akeley,46.977161,-94.70512,MROW,MN2
56434,MN,Aldrich,46.376819,-94.93781,MROW,MN5
56435,MN,Backus,46.823666,-94.50471,MROW,MN2
56436,MN,Benedict,47.143679,-94.68589,MROW,MN2
56437,MN,Bertha,46.252854,-95.06222,MROW,MN5
56438,MN,Browerville,46.149276,-94.83088,MROW,MN5
56440,MN,Clarissa,46.129933,-94.95278,MROW,MN5
56441,MN,Crosby,46.528094,-93.98055,MROW,MN6
56442,MN,Crosslake,46.67066,-94.10686,MROW,MN6
56443,MN,Cushing,46.194584,-94.6196,MROW,MN5
56444,MN,Deerwood,46.438976,-93.89064,MROW,MN6
56446,MN,Eagle Bend,46.145445,-95.07071,MROW,MN5
56447,MN,Emily,46.735697,-93.94205,MROW,MN6
56448,MN,Fifty Lakes,46.747211,-94.07246,MROW,MN6
56449,MN,Fort Ripley,46.166054,-94.29254,MROW,MN5
56450,MN,Garrison,46.244818,-93.8155,MROW,MN6
56452,MN,Hackensack,46.963355,-94.4646,MROW,MN2
56453,MN,Hewitt,46.32091,-95.14567,MROW,MN4
56455,MN,Ironton,46.483523,-93.99978,MROW,MN6
56456,MN,Jenkins,46.650706,-94.33651,MROW,MN6
56458,MN,Lake George,47.206754,-94.97109,MROW,MN2
56459,MN,Lake Hubert,46.498749,-94.251926,MROW,MN6
56460,MN,Itasca,47.239049,-95.265379,,
56461,MN,Laporte,47.260013,-94.84475,MROW,MN2
56464,MN,Menahga,46.770167,-95.09659,MROW,MN5
56465,MN,Merrifield,46.527729,-94.11071,MROW,MN6
56466,MN,Motley,46.362398,-94.63849,MROW,MN5
56467,MN,Nevis,46.970017,-94.85013,MROW,MN2
56468,MN,Nisswa,46.501623,-94.28917,MROW,MN6
56469,MN,Palisade,46.702947,-93.5203,MROW,MN6
56470,MN,Park Rapids,46.974221,-95.06581,MROW,MN2
56472,MN,Pequot Lakes,46.602684,-94.29986,MROW,MN6
56473,MN,Pillager,46.368605,-94.4846,MROW,MN2
56474,MN,Pine River,46.718997,-94.38716,MROW,MN2
56475,MN,Randall,46.099545,-94.50864,MROW,MN5
56477,MN,Sebeka,46.630023,-95.01222,MROW,MN5
56478,MN,Nimrod,46.605266,-94.900729,MROW,MN5
56479,MN,Staples,46.380664,-94.80503,MROW,MN5
56481,MN,Verndale,46.434002,-94.95748,MROW,MN5
56482,MN,Wadena,46.447659,-95.14289,MROW,MN5
56483,MN,Wadena,46.439079,-95.137497,,
56484,MN,Walker,47.099774,-94.53347,MROW,MN2
56501,MN,Detroit Lakes,46.809965,-95.8518,MROW,MN1
56502,MN,Detroit Lakes,46.933961,-95.678375,MROW,MN1
56508,MN,Lake Eunice,46.732051,-95.997757,,
56510,MN,Ada,47.322444,-96.51915,MROW,MN1
56511,MN,Audubon,46.863375,-95.99585,MROW,MN1
56513,MN,Baker,46.723274,-96.54727,,
56514,MN,Barnesville,46.653912,-96.42891,MROW,MN1
56515,MN,Battle Lake,46.284496,-95.70975,MROW,MN4
56516,MN,Bejou,47.4514,-95.98766,MROW,MN1
56517,MN,Beltrami,47.55171,-96.53492,MROW,MN1
56518,MN,Bluffton,46.467905,-95.25532,MROW,MN4
56519,MN,Borup,47.158015,-96.51487,MROW,MN1
56520,MN,Breckenridge,46.27324,-96.54888,MROW,MN4
56521,MN,Callaway,47.015728,-95.87008,MROW,MN1
56522,MN,Campbell,46.130213,-96.40019,MROW,MN4
56523,MN,Climax,47.651391,-96.80408,MROW,MN1
56524,MN,Clitherall,46.235125,-95.61543,MROW,MN4
56525,MN,Comstock,46.659932,-96.74693,MROW,MN1
56527,MN,Deer Creek,46.383585,-95.31644,MROW,MN4
56528,MN,Dent,46.528138,-95.79661,MROW,MN4
56529,MN,Dilworth,46.878062,-96.70242,MROW,MN1
56531,MN,Elbow Lake,45.990556,-95.96704,MROW,MN4
56533,MN,Elizabeth,46.405807,-96.15831,MROW,MN4
56534,MN,Erhard,46.470638,-96.01013,MROW,MN4
56535,MN,Erskine,47.666426,-96.03701,MROW,MN1
